Year,Quarter,State,District,Registered Users,App Opens,Average Opens
2023,Q4,Kerala,Kannur,857051,48779264,56.91524074996704
2023,Q4,Kerala,Kottayam,685268,44070801,64.31177437148678
2023,Q4,Kerala,Ernakulam,1964544,113587855,57.81894169842976
2023,Q4,Kerala,Idukki,376433,25133135,66.76655606708232
2018,Q1,Ladakh,Kargil,1529,0,0.0
2018,Q1,Ladakh,Leh Ladakh,7255,0,0.0
2018,Q2,Ladakh,Kargil,2185,0,0.0
2018,Q2,Ladakh,Leh Ladakh,10733,0,0.0
2018,Q3,Ladakh,Kargil,3132,0,0.0
2018,Q3,Ladakh,Leh Ladakh,14617,0,0.0
2018,Q4,Ladakh,Kargil,4436,0,0.0
2018,Q4,Ladakh,Leh Ladakh,19447,0,0.0
2019,Q1,Ladakh,Kargil,5758,0,0.0
2019,Q1,Ladakh,Leh Ladakh,23891,0,0.0
2019,Q2,Ladakh,Kargil,7126,37803,5.304939657591917
2019,Q2,Ladakh,Leh Ladakh,28390,119514,4.209721733004579
2019,Q3,Ladakh,Kargil,7718,75759,9.815884944286084
2019,Q3,Ladakh,Leh Ladakh,31455,427367,13.586615800349707
2019,Q4,Ladakh,Kargil,8338,29350,3.5200287838810267
2019,Q4,Ladakh,Leh Ladakh,34770,441090,12.685936151855048
2020,Q1,Ladakh,Kargil,9711,120845,12.444135516424673
2020,Q1,Ladakh,Leh Ladakh,38079,469639,12.333280810945666
2020,Q2,Ladakh,Kargil,11252,169411,15.056078919303236
2020,Q2,Ladakh,Leh Ladakh,41782,526262,12.595423866736873
2020,Q3,Ladakh,Kargil,12814,229879,17.939675355080382
2020,Q3,Ladakh,Leh Ladakh,45587,785801,17.23739223901551
2020,Q4,Ladakh,Kargil,14601,273960,18.76309841791658
2020,Q4,Ladakh,Leh Ladakh,50252,958797,19.079777919286794
2021,Q1,Ladakh,Kargil,15824,237045,14.980093528816987
2021,Q1,Ladakh,Leh Ladakh,54095,947159,17.50917829743969
2021,Q2,Ladakh,Kargil,17077,1494139,87.49423200796393
2021,Q2,Ladakh,Leh Ladakh,57971,2897493,49.98176674544169
2021,Q3,Ladakh,Kargil,18577,2373080,127.74290789686171
2021,Q3,Ladakh,Leh Ladakh,62633,4726470,75.46293487458688
2021,Q4,Ladakh,Kargil,20008,573827,28.679878048780488
2021,Q4,Ladakh,Leh Ladakh,67049,2091376,31.191755283449417
2022,Q1,Ladakh,Kargil,21319,2837111,133.07899057179043
2022,Q1,Ladakh,Leh Ladakh,71173,6064969,85.21446334986582
2022,Q2,Ladakh,Kargil,22475,5003733,222.6355061179088
2022,Q2,Ladakh,Leh Ladakh,75042,9764396,130.1190799818768
2022,Q3,Ladakh,Kargil,23530,7104562,301.9363365915852
2022,Q3,Ladakh,Leh Ladakh,78769,12630219,160.34504690931712
2022,Q4,Ladakh,Kargil,24326,909994,37.40828742908822
2022,Q4,Ladakh,Leh Ladakh,82011,2922345,35.633573545012254
2023,Q1,Ladakh,Kargil,25409,4076993,160.45468141209807
2023,Q1,Ladakh,Leh Ladakh,85582,10445502,122.05255778084177
2023,Q2,Ladakh,Kargil,26588,8423789,316.82672634271097
2023,Q2,Ladakh,Leh Ladakh,89148,17861731,200.36042311661507
2023,Q3,Ladakh,Kargil,27747,14562879,524.8451724510758
2023,Q3,Ladakh,Leh Ladakh,92688,28073151,302.8779453650958
2023,Q4,Ladakh,Kargil,28762,2052328,71.35553855781934
2023,Q4,Ladakh,Leh Ladakh,96066,5055795,52.62834925988383
2018,Q1,Lakshadweep,Lakshadweep,501,0,0.0
2018,Q2,Lakshadweep,Lakshadweep,686,0,0.0
2018,Q3,Lakshadweep,Lakshadweep,918,0,0.0
2018,Q4,Lakshadweep,Lakshadweep,1156,0,0.0
2019,Q1,Lakshadweep,Lakshadweep,1416,0,0.0
2019,Q2,Lakshadweep,Lakshadweep,1747,4580,2.621637092157985
2019,Q3,Lakshadweep,Lakshadweep,2117,15038,7.103448275862069
2019,Q4,Lakshadweep,Lakshadweep,2427,17760,7.3176761433868975
2020,Q1,Lakshadweep,Lakshadweep,2772,21982,7.93001443001443
2020,Q2,Lakshadweep,Lakshadweep,3187,29202,9.162849074364606
2020,Q3,Lakshadweep,Lakshadweep,3644,32128,8.81668496158068
2020,Q4,Lakshadweep,Lakshadweep,4179,41144,9.845417564010528
2021,Q1,Lakshadweep,Lakshadweep,4577,47283,10.330565872842474
2021,Q2,Lakshadweep,Lakshadweep,4896,40301,8.23141339869281
2021,Q3,Lakshadweep,Lakshadweep,5287,49127,9.292037072063552
2021,Q4,Lakshadweep,Lakshadweep,5638,67320,11.94040439872295
2022,Q1,Lakshadweep,Lakshadweep,5990,45410,7.580968280467446
2022,Q2,Lakshadweep,Lakshadweep,6327,38450,6.077129761340288
2022,Q3,Lakshadweep,Lakshadweep,6645,18111,2.7255079006772007
2022,Q4,Lakshadweep,Lakshadweep,6961,72377,10.397500359143802
2023,Q1,Lakshadweep,Lakshadweep,7267,43821,6.030136232282922
2023,Q2,Lakshadweep,Lakshadweep,7585,90501,11.931575477916942
2023,Q3,Lakshadweep,Lakshadweep,7912,294406,37.21006066734075
2023,Q4,Lakshadweep,Lakshadweep,8225,924554,112.4077811550152
2018,Q1,Madhya Pradesh,Morena,42153,0,0.0
2018,Q1,Madhya Pradesh,Alirajpur,3746,0,0.0
2018,Q1,Madhya Pradesh,Sehore,61158,0,0.0
2018,Q1,Madhya Pradesh,Rajgarh,39336,0,0.0
2018,Q1,Madhya Pradesh,Khargone,40995,0,0.0
2018,Q1,Madhya Pradesh,Satna,59252,0,0.0
2018,Q1,Madhya Pradesh,Narsinghpur,38027,0,0.0
2018,Q1,Madhya Pradesh,Jabalpur,115953,0,0.0
2018,Q1,Madhya Pradesh,Hoshangabad,50658,0,0.0
2018,Q1,Madhya Pradesh,Vidisha,43378,0,0.0
2018,Q1,Madhya Pradesh,Balaghat,38064,0,0.0
2018,Q1,Madhya Pradesh,Singrauli,45254,0,0.0
2018,Q1,Madhya Pradesh,Betul,49045,0,0.0
2018,Q1,Madhya Pradesh,Sidhi,20030,0,0.0
2018,Q1,Madhya Pradesh,Datia,16322,0,0.0
2018,Q1,Madhya Pradesh,Dewas,62902,0,0.0
2018,Q1,Madhya Pradesh,Sheopur,9808,0,0.0
2018,Q1,Madhya Pradesh,Neemuch,27995,0,0.0
2018,Q1,Madhya Pradesh,Raisen,47344,0,0.0
2018,Q1,Madhya Pradesh,Mandsaur,42041,0,0.0
2018,Q1,Madhya Pradesh,Barwani,15811,0,0.0
2018,Q1,Madhya Pradesh,Katni,28098,0,0.0
2018,Q1,Madhya Pradesh,Dindori,6114,0,0.0
2018,Q1,Madhya Pradesh,Shivpuri,25449,0,0.0
2018,Q1,Madhya Pradesh,Gwalior,142453,0,0.0
2018,Q1,Madhya Pradesh,Anuppur,18656,0,0.0
2018,Q1,Madhya Pradesh,Agar Malwa,12058,0,0.0
2018,Q1,Madhya Pradesh,Ashoknagar,16495,0,0.0
2018,Q1,Madhya Pradesh,Sagar,72857,0,0.0
2018,Q1,Madhya Pradesh,Niwari,6771,0,0.0
2018,Q1,Madhya Pradesh,Rewa,73336,0,0.0
2018,Q1,Madhya Pradesh,Shajapur,29995,0,0.0
2018,Q1,Madhya Pradesh,Ujjain,84441,0,0.0
2018,Q1,Madhya Pradesh,Bhind,34085,0,0.0
2018,Q1,Madhya Pradesh,Tikamgarh,15917,0,0.0
2018,Q1,Madhya Pradesh,Seoni,29095,0,0.0
2018,Q1,Madhya Pradesh,Harda,18120,0,0.0
2018,Q1,Madhya Pradesh,Burhanpur,16077,0,0.0
2018,Q1,Madhya Pradesh,Damoh,24961,0,0.0
2018,Q1,Madhya Pradesh,Bhopal,307312,0,0.0
2018,Q1,Madhya Pradesh,Jhabua,9632,0,0.0
2018,Q1,Madhya Pradesh,Dhar,63440,0,0.0
2018,Q1,Madhya Pradesh,Guna,36829,0,0.0
2018,Q1,Madhya Pradesh,East Nimar,29308,0,0.0
2018,Q1,Madhya Pradesh,Chhindwara,65005,0,0.0
2018,Q1,Madhya Pradesh,Umaria,11572,0,0.0
2018,Q1,Madhya Pradesh,Mandla,13593,0,0.0
2018,Q1,Madhya Pradesh,Indore,366977,0,0.0
2018,Q1,Madhya Pradesh,Shahdol,26509,0,0.0
2018,Q1,Madhya Pradesh,Ratlam,49298,0,0.0
2018,Q1,Madhya Pradesh,Panna,13874,0,0.0
2018,Q1,Madhya Pradesh,Chhatarpur,36004,0,0.0
2018,Q2,Madhya Pradesh,Morena,58065,0,0.0
2018,Q2,Madhya Pradesh,Alirajpur,5452,0,0.0
2018,Q2,Madhya Pradesh,Sehore,82040,0,0.0
2018,Q2,Madhya Pradesh,Rajgarh,54095,0,0.0
2018,Q2,Madhya Pradesh,Khargone,56609,0,0.0
2018,Q2,Madhya Pradesh,Satna,81811,0,0.0
2018,Q2,Madhya Pradesh,Narsinghpur,51214,0,0.0
2018,Q2,Madhya Pradesh,Jabalpur,155624,0,0.0
2018,Q2,Madhya Pradesh,Hoshangabad,67994,0,0.0
2018,Q2,Madhya Pradesh,Vidisha,59517,0,0.0
2018,Q2,Madhya Pradesh,Balaghat,51925,0,0.0
2018,Q2,Madhya Pradesh,Singrauli,59664,0,0.0
2018,Q2,Madhya Pradesh,Betul,66003,0,0.0
2018,Q2,Madhya Pradesh,Sidhi,27757,0,0.0
2018,Q2,Madhya Pradesh,Datia,23685,0,0.0
2018,Q2,Madhya Pradesh,Dewas,84342,0,0.0
2018,Q2,Madhya Pradesh,Sheopur,13621,0,0.0
2018,Q2,Madhya Pradesh,Neemuch,37523,0,0.0
2018,Q2,Madhya Pradesh,Raisen,63216,0,0.0
2018,Q2,Madhya Pradesh,Mandsaur,56151,0,0.0
2018,Q2,Madhya Pradesh,Barwani,22443,0,0.0
2018,Q2,Madhya Pradesh,Katni,39536,0,0.0
2018,Q2,Madhya Pradesh,Dindori,9224,0,0.0
2018,Q2,Madhya Pradesh,Shivpuri,37234,0,0.0
2018,Q2,Madhya Pradesh,Gwalior,193605,0,0.0
2018,Q2,Madhya Pradesh,Anuppur,25374,0,0.0
2018,Q2,Madhya Pradesh,Agar Malwa,16753,0,0.0
2018,Q2,Madhya Pradesh,Ashoknagar,23253,0,0.0
2018,Q2,Madhya Pradesh,Sagar,100623,0,0.0
2018,Q2,Madhya Pradesh,Niwari,9413,0,0.0
2018,Q2,Madhya Pradesh,Rewa,100661,0,0.0
2018,Q2,Madhya Pradesh,Shajapur,41285,0,0.0
2018,Q2,Madhya Pradesh,Ujjain,113216,0,0.0
2018,Q2,Madhya Pradesh,Bhind,47639,0,0.0
2018,Q2,Madhya Pradesh,Tikamgarh,21942,0,0.0
2018,Q2,Madhya Pradesh,Seoni,39979,0,0.0
2018,Q2,Madhya Pradesh,Harda,24635,0,0.0
2018,Q2,Madhya Pradesh,Burhanpur,22302,0,0.0
2018,Q2,Madhya Pradesh,Damoh,33463,0,0.0
2018,Q2,Madhya Pradesh,Bhopal,398498,0,0.0
2018,Q2,Madhya Pradesh,Jhabua,13499,0,0.0
2018,Q2,Madhya Pradesh,Dhar,86280,0,0.0
2018,Q2,Madhya Pradesh,Guna,52881,0,0.0
2018,Q2,Madhya Pradesh,East Nimar,39725,0,0.0
2018,Q2,Madhya Pradesh,Chhindwara,87704,0,0.0
2018,Q2,Madhya Pradesh,Umaria,15772,0,0.0
2018,Q2,Madhya Pradesh,Mandla,19276,0,0.0
2018,Q2,Madhya Pradesh,Indore,479904,0,0.0
2018,Q2,Madhya Pradesh,Shahdol,35993,0,0.0
2018,Q2,Madhya Pradesh,Ratlam,66181,0,0.0
2018,Q2,Madhya Pradesh,Panna,18555,0,0.0
2018,Q2,Madhya Pradesh,Chhatarpur,48506,0,0.0
2018,Q3,Madhya Pradesh,Morena,75004,0,0.0
2018,Q3,Madhya Pradesh,Alirajpur,7606,0,0.0
2018,Q3,Madhya Pradesh,Sehore,103905,0,0.0
2018,Q3,Madhya Pradesh,Rajgarh,70348,0,0.0
2018,Q3,Madhya Pradesh,Khargone,72892,0,0.0
2018,Q3,Madhya Pradesh,Satna,103407,0,0.0
2018,Q3,Madhya Pradesh,Narsinghpur,64578,0,0.0
2018,Q3,Madhya Pradesh,Jabalpur,193535,0,0.0
2018,Q3,Madhya Pradesh,Hoshangabad,84713,0,0.0
2018,Q3,Madhya Pradesh,Vidisha,76590,0,0.0
2018,Q3,Madhya Pradesh,Balaghat,68079,0,0.0
2018,Q3,Madhya Pradesh,Singrauli,73175,0,0.0
2018,Q3,Madhya Pradesh,Betul,83041,0,0.0
2018,Q3,Madhya Pradesh,Sidhi,35518,0,0.0
2018,Q3,Madhya Pradesh,Datia,30483,0,0.0
2018,Q3,Madhya Pradesh,Dewas,105774,0,0.0
2018,Q3,Madhya Pradesh,Sheopur,17723,0,0.0
2018,Q3,Madhya Pradesh,Neemuch,47901,0,0.0
2018,Q3,Madhya Pradesh,Raisen,78648,0,0.0
2018,Q3,Madhya Pradesh,Mandsaur,73577,0,0.0
2018,Q3,Madhya Pradesh,Barwani,29421,0,0.0
2018,Q3,Madhya Pradesh,Katni,49748,0,0.0
2018,Q3,Madhya Pradesh,Dindori,12903,0,0.0
2018,Q3,Madhya Pradesh,Shivpuri,47616,0,0.0
2018,Q3,Madhya Pradesh,Gwalior,236305,0,0.0
2018,Q3,Madhya Pradesh,Anuppur,32188,0,0.0
2018,Q3,Madhya Pradesh,Agar Malwa,22143,0,0.0
2018,Q3,Madhya Pradesh,Ashoknagar,30102,0,0.0
2018,Q3,Madhya Pradesh,Sagar,128283,0,0.0
2018,Q3,Madhya Pradesh,Niwari,12173,0,0.0
2018,Q3,Madhya Pradesh,Rewa,125803,0,0.0
2018,Q3,Madhya Pradesh,Shajapur,52686,0,0.0
2018,Q3,Madhya Pradesh,Ujjain,143770,0,0.0
2018,Q3,Madhya Pradesh,Bhind,61906,0,0.0
2018,Q3,Madhya Pradesh,Tikamgarh,28168,0,0.0
2018,Q3,Madhya Pradesh,Seoni,51561,0,0.0
2018,Q3,Madhya Pradesh,Harda,30835,0,0.0
2018,Q3,Madhya Pradesh,Burhanpur,28441,0,0.0
2018,Q3,Madhya Pradesh,Damoh,42032,0,0.0
2018,Q3,Madhya Pradesh,Bhopal,474192,0,0.0
2018,Q3,Madhya Pradesh,Jhabua,18084,0,0.0
2018,Q3,Madhya Pradesh,Dhar,110726,0,0.0
2018,Q3,Madhya Pradesh,Guna,67630,0,0.0
2018,Q3,Madhya Pradesh,East Nimar,50390,0,0.0
2018,Q3,Madhya Pradesh,Chhindwara,109266,0,0.0
2018,Q3,Madhya Pradesh,Umaria,20386,0,0.0
2018,Q3,Madhya Pradesh,Mandla,25522,0,0.0
2018,Q3,Madhya Pradesh,Indore,585621,0,0.0
2018,Q3,Madhya Pradesh,Shahdol,45154,0,0.0
2018,Q3,Madhya Pradesh,Ratlam,85431,0,0.0
2018,Q3,Madhya Pradesh,Panna,24008,0,0.0
2018,Q3,Madhya Pradesh,Chhatarpur,60318,0,0.0
2018,Q4,Madhya Pradesh,Morena,95267,0,0.0
2018,Q4,Madhya Pradesh,Alirajpur,10442,0,0.0
2018,Q4,Madhya Pradesh,Sehore,125974,0,0.0
2018,Q4,Madhya Pradesh,Rajgarh,88511,0,0.0
2018,Q4,Madhya Pradesh,Khargone,91189,0,0.0
2018,Q4,Madhya Pradesh,Satna,133865,0,0.0
2018,Q4,Madhya Pradesh,Narsinghpur,80034,0,0.0
2018,Q4,Madhya Pradesh,Jabalpur,248495,0,0.0
2018,Q4,Madhya Pradesh,Hoshangabad,104621,0,0.0
2018,Q4,Madhya Pradesh,Vidisha,95544,0,0.0
2018,Q4,Madhya Pradesh,Balaghat,88279,0,0.0
2018,Q4,Madhya Pradesh,Singrauli,90217,0,0.0
2018,Q4,Madhya Pradesh,Betul,103060,0,0.0
2018,Q4,Madhya Pradesh,Sidhi,46218,0,0.0
2018,Q4,Madhya Pradesh,Datia,39314,0,0.0
2018,Q4,Madhya Pradesh,Dewas,129719,0,0.0
2018,Q4,Madhya Pradesh,Sheopur,22653,0,0.0
2018,Q4,Madhya Pradesh,Neemuch,59043,0,0.0
2018,Q4,Madhya Pradesh,Raisen,97966,0,0.0
2018,Q4,Madhya Pradesh,Mandsaur,91133,0,0.0
2018,Q4,Madhya Pradesh,Barwani,37607,0,0.0
2018,Q4,Madhya Pradesh,Katni,65040,0,0.0
2018,Q4,Madhya Pradesh,Dindori,17502,0,0.0
2018,Q4,Madhya Pradesh,Shivpuri,60316,0,0.0
2018,Q4,Madhya Pradesh,Gwalior,284894,0,0.0
2018,Q4,Madhya Pradesh,Anuppur,41252,0,0.0
2018,Q4,Madhya Pradesh,Agar Malwa,27331,0,0.0
2018,Q4,Madhya Pradesh,Ashoknagar,37390,0,0.0
2018,Q4,Madhya Pradesh,Sagar,162788,0,0.0
2018,Q4,Madhya Pradesh,Niwari,15512,0,0.0
2018,Q4,Madhya Pradesh,Rewa,160024,0,0.0
2018,Q4,Madhya Pradesh,Shajapur,64217,0,0.0
2018,Q4,Madhya Pradesh,Ujjain,177894,0,0.0
2018,Q4,Madhya Pradesh,Bhind,78871,0,0.0
2018,Q4,Madhya Pradesh,Tikamgarh,36395,0,0.0
2018,Q4,Madhya Pradesh,Seoni,66772,0,0.0
2018,Q4,Madhya Pradesh,Harda,37692,0,0.0
2018,Q4,Madhya Pradesh,Burhanpur,35494,0,0.0
2018,Q4,Madhya Pradesh,Damoh,52293,0,0.0
2018,Q4,Madhya Pradesh,Bhopal,571518,0,0.0
2018,Q4,Madhya Pradesh,Jhabua,23354,0,0.0
2018,Q4,Madhya Pradesh,Dhar,137501,0,0.0
2018,Q4,Madhya Pradesh,Guna,83686,0,0.0
2018,Q4,Madhya Pradesh,East Nimar,62581,0,0.0
2018,Q4,Madhya Pradesh,Chhindwara,139301,0,0.0
2018,Q4,Madhya Pradesh,Umaria,26096,0,0.0
2018,Q4,Madhya Pradesh,Mandla,34894,0,0.0
2018,Q4,Madhya Pradesh,Indore,712479,0,0.0
2018,Q4,Madhya Pradesh,Shahdol,58381,0,0.0
2018,Q4,Madhya Pradesh,Ratlam,104855,0,0.0
2018,Q4,Madhya Pradesh,Panna,31291,0,0.0
2018,Q4,Madhya Pradesh,Chhatarpur,78677,0,0.0
2019,Q1,Madhya Pradesh,Morena,113900,0,0.0
2019,Q1,Madhya Pradesh,Alirajpur,13122,0,0.0
2019,Q1,Madhya Pradesh,Sehore,149925,0,0.0
2019,Q1,Madhya Pradesh,Rajgarh,106743,0,0.0
2019,Q1,Madhya Pradesh,Khargone,109408,0,0.0
2019,Q1,Madhya Pradesh,Satna,160954,0,0.0
2019,Q1,Madhya Pradesh,Narsinghpur,95833,0,0.0
2019,Q1,Madhya Pradesh,Jabalpur,295042,0,0.0
2019,Q1,Madhya Pradesh,Hoshangabad,123858,0,0.0
2019,Q1,Madhya Pradesh,Vidisha,112602,0,0.0
2019,Q1,Madhya Pradesh,Balaghat,108073,0,0.0
2019,Q1,Madhya Pradesh,Singrauli,107427,0,0.0
2019,Q1,Madhya Pradesh,Betul,122961,0,0.0
2019,Q1,Madhya Pradesh,Sidhi,55922,0,0.0
2019,Q1,Madhya Pradesh,Datia,46221,0,0.0
2019,Q1,Madhya Pradesh,Dewas,155786,0,0.0
2019,Q1,Madhya Pradesh,Sheopur,27456,0,0.0
2019,Q1,Madhya Pradesh,Neemuch,72918,0,0.0
2019,Q1,Madhya Pradesh,Raisen,117214,0,0.0
2019,Q1,Madhya Pradesh,Mandsaur,112086,0,0.0
2019,Q1,Madhya Pradesh,Barwani,46138,0,0.0
2019,Q1,Madhya Pradesh,Katni,79580,0,0.0
2019,Q1,Madhya Pradesh,Dindori,22197,0,0.0
2019,Q1,Madhya Pradesh,Shivpuri,73259,0,0.0
2019,Q1,Madhya Pradesh,Gwalior,331504,0,0.0
2019,Q1,Madhya Pradesh,Anuppur,49988,0,0.0
2019,Q1,Madhya Pradesh,Agar Malwa,33425,0,0.0
2019,Q1,Madhya Pradesh,Ashoknagar,44386,0,0.0
2019,Q1,Madhya Pradesh,Sagar,194467,0,0.0
2019,Q1,Madhya Pradesh,Niwari,19076,0,0.0
2019,Q1,Madhya Pradesh,Rewa,188803,0,0.0
2019,Q1,Madhya Pradesh,Shajapur,76924,0,0.0
2019,Q1,Madhya Pradesh,Ujjain,214818,0,0.0
2019,Q1,Madhya Pradesh,Bhind,94313,0,0.0
2019,Q1,Madhya Pradesh,Tikamgarh,44716,0,0.0
2019,Q1,Madhya Pradesh,Seoni,82398,0,0.0
2019,Q1,Madhya Pradesh,Harda,43995,0,0.0
2019,Q1,Madhya Pradesh,Burhanpur,42152,0,0.0
2019,Q1,Madhya Pradesh,Damoh,62435,0,0.0
2019,Q1,Madhya Pradesh,Bhopal,670417,0,0.0
2019,Q1,Madhya Pradesh,Jhabua,29064,0,0.0
2019,Q1,Madhya Pradesh,Dhar,166663,0,0.0
2019,Q1,Madhya Pradesh,Guna,98816,0,0.0
2019,Q1,Madhya Pradesh,East Nimar,75806,0,0.0
2019,Q1,Madhya Pradesh,Chhindwara,168633,0,0.0
2019,Q1,Madhya Pradesh,Umaria,31962,0,0.0
2019,Q1,Madhya Pradesh,Mandla,44325,0,0.0
2019,Q1,Madhya Pradesh,Indore,844465,0,0.0
2019,Q1,Madhya Pradesh,Shahdol,71433,0,0.0
2019,Q1,Madhya Pradesh,Ratlam,127023,0,0.0
2019,Q1,Madhya Pradesh,Panna,38426,0,0.0
2019,Q1,Madhya Pradesh,Chhatarpur,95345,0,0.0
2019,Q2,Madhya Pradesh,Morena,130988,777753,5.937589702873546
2019,Q2,Madhya Pradesh,Alirajpur,15642,75803,4.8461194220687895
2019,Q2,Madhya Pradesh,Sehore,168843,1607496,9.52065528331053
2019,Q2,Madhya Pradesh,Rajgarh,122223,914718,7.484008738126212
2019,Q2,Madhya Pradesh,Khargone,126108,754539,5.9832762394138355
2019,Q2,Madhya Pradesh,Satna,182176,1103731,6.058597180748287
2019,Q2,Madhya Pradesh,Narsinghpur,108271,651430,6.016661894690175
2019,Q2,Madhya Pradesh,Jabalpur,336963,1955565,5.80350068108368
2019,Q2,Madhya Pradesh,Hoshangabad,139812,794980,5.6860641432781165
2019,Q2,Madhya Pradesh,Vidisha,127894,871790,6.816504292617323
2019,Q2,Madhya Pradesh,Balaghat,124374,842881,6.776987151655491
2019,Q2,Madhya Pradesh,Singrauli,118756,944546,7.95366970931995
2019,Q2,Madhya Pradesh,Betul,139098,864376,6.214151173992437
2019,Q2,Madhya Pradesh,Sidhi,63838,424569,6.650725273348162
2019,Q2,Madhya Pradesh,Datia,51973,290545,5.59030650530083
2019,Q2,Madhya Pradesh,Dewas,177137,1331142,7.5147597622179445
2019,Q2,Madhya Pradesh,Sheopur,31903,184994,5.798639626367426
2019,Q2,Madhya Pradesh,Neemuch,83550,500354,5.988677438659486
2019,Q2,Madhya Pradesh,Raisen,132559,971165,7.326284899554161
2019,Q2,Madhya Pradesh,Mandsaur,128631,773359,6.012228778443766
2019,Q2,Madhya Pradesh,Barwani,54556,277619,5.088697851748662
2019,Q2,Madhya Pradesh,Katni,92245,527269,5.715962924819774
2019,Q2,Madhya Pradesh,Dindori,26511,200672,7.569386292482366
2019,Q2,Madhya Pradesh,Shivpuri,86583,501054,5.7869789681577215
2019,Q2,Madhya Pradesh,Gwalior,373367,2306557,6.177720580554789
2019,Q2,Madhya Pradesh,Anuppur,56658,377803,6.668131596597126
2019,Q2,Madhya Pradesh,Agar Malwa,38600,292056,7.566217616580311
2019,Q2,Madhya Pradesh,Ashoknagar,50062,279455,5.582178099157045
2019,Q2,Madhya Pradesh,Sagar,219328,1334316,6.083655529617741
2019,Q2,Madhya Pradesh,Niwari,22172,132750,5.9872812556377415
2019,Q2,Madhya Pradesh,Rewa,211420,1287270,6.088686027811939
2019,Q2,Madhya Pradesh,Shajapur,87512,629192,7.189779687357163
2019,Q2,Madhya Pradesh,Ujjain,247033,1607376,6.506725822056162
2019,Q2,Madhya Pradesh,Bhind,109406,631202,5.769354514377639
2019,Q2,Madhya Pradesh,Tikamgarh,51785,327273,6.319841652988317
2019,Q2,Madhya Pradesh,Seoni,95004,627785,6.6079849269504445
2019,Q2,Madhya Pradesh,Harda,49716,277928,5.590312977713412
2019,Q2,Madhya Pradesh,Burhanpur,47659,216546,4.543653874399379
2019,Q2,Madhya Pradesh,Damoh,70868,405290,5.718942258847434
2019,Q2,Madhya Pradesh,Bhopal,756839,7697255,10.170267388440607
2019,Q2,Madhya Pradesh,Jhabua,34299,183947,5.36304265430479
2019,Q2,Madhya Pradesh,Dhar,190659,1306926,6.854782622378172
2019,Q2,Madhya Pradesh,Guna,112899,675382,5.9821787615479325
2019,Q2,Madhya Pradesh,East Nimar,87794,538741,6.136421623345559
2019,Q2,Madhya Pradesh,Chhindwara,192226,1236564,6.432865481256438
2019,Q2,Madhya Pradesh,Umaria,36814,252403,6.856168848807519
2019,Q2,Madhya Pradesh,Mandla,52317,300514,5.744098476594606
2019,Q2,Madhya Pradesh,Indore,955207,7253934,7.59409635817158
2019,Q2,Madhya Pradesh,Shahdol,80859,533248,6.594788458922322
2019,Q2,Madhya Pradesh,Ratlam,144931,880438,6.07487701043945
2019,Q2,Madhya Pradesh,Panna,44821,285489,6.369536601146784
2019,Q2,Madhya Pradesh,Chhatarpur,110283,622161,5.641495062702321
2019,Q3,Madhya Pradesh,Morena,148083,2558044,17.27439341450403
2019,Q3,Madhya Pradesh,Alirajpur,18270,257443,14.091023535851122
2019,Q3,Madhya Pradesh,Sehore,187387,6080342,32.448046022402835
2019,Q3,Madhya Pradesh,Rajgarh,136848,3338233,24.393728808605168
2019,Q3,Madhya Pradesh,Khargone,141346,2690866,19.037440040751065
2019,Q3,Madhya Pradesh,Satna,203019,3664411,18.049596343199404
2019,Q3,Madhya Pradesh,Narsinghpur,120875,2274938,18.820583247156154
2019,Q3,Madhya Pradesh,Jabalpur,380209,7606084,20.005007772041168
2019,Q3,Madhya Pradesh,Hoshangabad,155059,2757837,17.785726723376264
2019,Q3,Madhya Pradesh,Vidisha,144856,3295731,22.751774175733143
2019,Q3,Madhya Pradesh,Balaghat,140473,2940988,20.936322282573876
2019,Q3,Madhya Pradesh,Singrauli,128398,3202868,24.944843377622703
2019,Q3,Madhya Pradesh,Betul,154313,2992371,19.391567787548684
2019,Q3,Madhya Pradesh,Sidhi,70641,1355033,19.18196231650175
2019,Q3,Madhya Pradesh,Datia,57230,935190,16.34090511969247
2019,Q3,Madhya Pradesh,Dewas,198483,5008074,25.23175284533184
2019,Q3,Madhya Pradesh,Sheopur,35602,615351,17.284169428683782
2019,Q3,Madhya Pradesh,Neemuch,93754,1784172,19.030356038142372
2019,Q3,Madhya Pradesh,Raisen,146998,3523241,23.967951944924422
2019,Q3,Madhya Pradesh,Mandsaur,144312,2768886,19.186803592216865
2019,Q3,Madhya Pradesh,Barwani,62370,1003282,16.08597081930415
2019,Q3,Madhya Pradesh,Katni,103909,1770759,17.041440106246814
2019,Q3,Madhya Pradesh,Dindori,29957,660281,22.040958707480723
2019,Q3,Madhya Pradesh,Shivpuri,99753,1753937,17.58279951480156
2019,Q3,Madhya Pradesh,Gwalior,417846,8875564,21.241232415770405
2019,Q3,Madhya Pradesh,Anuppur,62143,1313916,21.143427256489066
2019,Q3,Madhya Pradesh,Agar Malwa,43676,1029333,23.567474127667367
2019,Q3,Madhya Pradesh,Ashoknagar,55130,940189,17.05403591510974
2019,Q3,Madhya Pradesh,Sagar,243729,4741797,19.455202294351512
2019,Q3,Madhya Pradesh,Niwari,24850,431904,17.380442655935614
2019,Q3,Madhya Pradesh,Rewa,232367,4200296,18.076129570894317
