Year,Quarter,State,District,Registered Users,App Opens,Average Opens
2019,Q3,Madhya Pradesh,Shajapur,98393,2337301,23.75474881343185
2019,Q3,Madhya Pradesh,Ujjain,280589,6334170,22.574548538966248
2019,Q3,Madhya Pradesh,Bhind,123531,2077370,16.81658854862342
2019,Q3,Madhya Pradesh,Tikamgarh,58461,1053442,18.01956860128975
2019,Q3,Madhya Pradesh,Seoni,105476,2091333,19.82757214911449
2019,Q3,Madhya Pradesh,Harda,54924,903997,16.45905250892142
2019,Q3,Madhya Pradesh,Burhanpur,54323,843768,15.532426412385178
2019,Q3,Madhya Pradesh,Damoh,78642,1332506,16.943948526232802
2019,Q3,Madhya Pradesh,Bhopal,846170,34013069,40.19649597598591
2019,Q3,Madhya Pradesh,Jhabua,39668,646506,16.29792275889886
2019,Q3,Madhya Pradesh,Dhar,214712,4674725,21.772071425910056
2019,Q3,Madhya Pradesh,Guna,129027,2417458,18.73606299456703
2019,Q3,Madhya Pradesh,East Nimar,98963,1908947,19.289502137162373
2019,Q3,Madhya Pradesh,Chhindwara,214945,4290764,19.962148456581918
2019,Q3,Madhya Pradesh,Umaria,40677,837857,20.59780711458564
2019,Q3,Madhya Pradesh,Mandla,59617,1003980,16.840498515524096
2019,Q3,Madhya Pradesh,Indore,1071598,30899773,28.83522832256126
2019,Q3,Madhya Pradesh,Shahdol,89794,1918937,21.370436777512975
2019,Q3,Madhya Pradesh,Ratlam,163826,3484646,21.27040884841234
2019,Q3,Madhya Pradesh,Panna,49989,873018,17.464202124467384
2019,Q3,Madhya Pradesh,Chhatarpur,125453,2038452,16.248730600304498
2019,Q4,Madhya Pradesh,Morena,167329,3159169,18.87998493984904
2019,Q4,Madhya Pradesh,Alirajpur,21450,346159,16.137948717948717
2019,Q4,Madhya Pradesh,Sehore,208256,7562268,36.312365550092196
2019,Q4,Madhya Pradesh,Rajgarh,154830,4313460,27.859329587289285
2019,Q4,Madhya Pradesh,Khargone,160372,3603726,22.471042326590677
2019,Q4,Madhya Pradesh,Satna,228680,4817447,21.066324121042506
2019,Q4,Madhya Pradesh,Narsinghpur,134332,2841784,21.154929577464788
2019,Q4,Madhya Pradesh,Jabalpur,422786,9017794,21.32945272549233
2019,Q4,Madhya Pradesh,Hoshangabad,172206,3514682,20.40975343483967
2019,Q4,Madhya Pradesh,Vidisha,165400,4073865,24.630380894800485
2019,Q4,Madhya Pradesh,Balaghat,159937,3834727,23.97648449076824
2019,Q4,Madhya Pradesh,Singrauli,142034,4135327,29.115049917625356
2019,Q4,Madhya Pradesh,Betul,173691,3951316,22.74911192865491
2019,Q4,Madhya Pradesh,Sidhi,80459,1795727,22.318534905976957
2019,Q4,Madhya Pradesh,Datia,64135,1183175,18.44819521322211
2019,Q4,Madhya Pradesh,Dewas,221533,6060885,27.358835929635767
2019,Q4,Madhya Pradesh,Sheopur,40736,796162,19.544432443047917
2019,Q4,Madhya Pradesh,Neemuch,105842,2304046,21.768730749607908
2019,Q4,Madhya Pradesh,Raisen,165108,4296565,26.02275480291688
2019,Q4,Madhya Pradesh,Mandsaur,164446,3663257,22.276352115588097
2019,Q4,Madhya Pradesh,Barwani,72187,1344420,18.624128998296094
2019,Q4,Madhya Pradesh,Katni,117834,2270464,19.26832662898654
2019,Q4,Madhya Pradesh,Dindori,34661,858945,24.781310406508755
2019,Q4,Madhya Pradesh,Shivpuri,117138,2219390,18.946797794054877
2019,Q4,Madhya Pradesh,Gwalior,461960,10738672,23.24589141917049
2019,Q4,Madhya Pradesh,Anuppur,69666,1725717,24.771294462147964
2019,Q4,Madhya Pradesh,Agar Malwa,49638,1299939,26.188383899431887
2019,Q4,Madhya Pradesh,Ashoknagar,61984,1197370,19.31740449148167
2019,Q4,Madhya Pradesh,Sagar,272650,5872759,21.5395525398863
2019,Q4,Madhya Pradesh,Niwari,27993,521308,18.62279855678205
2019,Q4,Madhya Pradesh,Rewa,260351,5452304,20.94212812702851
2019,Q4,Madhya Pradesh,Shajapur,111387,2954931,26.528508712865953
2019,Q4,Madhya Pradesh,Ujjain,314250,7706483,24.52341447891806
2019,Q4,Madhya Pradesh,Bhind,140487,2609386,18.57386092663378
2019,Q4,Madhya Pradesh,Tikamgarh,67015,1322633,19.736372453928226
2019,Q4,Madhya Pradesh,Seoni,119177,2659804,22.318098290777584
2019,Q4,Madhya Pradesh,Harda,61192,1185372,19.371355732775527
2019,Q4,Madhya Pradesh,Burhanpur,62012,1107161,17.85397987486293
2019,Q4,Madhya Pradesh,Damoh,88723,1655595,18.660268476043417
2019,Q4,Madhya Pradesh,Bhopal,926576,38780902,41.85398931118441
2019,Q4,Madhya Pradesh,Jhabua,45768,814254,17.79090194022024
2019,Q4,Madhya Pradesh,Dhar,242108,6002521,24.792741255968412
2019,Q4,Madhya Pradesh,Guna,150709,3020481,20.041809049227318
2019,Q4,Madhya Pradesh,East Nimar,111341,2391157,21.47597919903719
2019,Q4,Madhya Pradesh,Chhindwara,240962,5506331,22.851449606161967
2019,Q4,Madhya Pradesh,Umaria,45879,1095825,23.88511083502256
2019,Q4,Madhya Pradesh,Mandla,68825,1314703,19.102114057391937
2019,Q4,Madhya Pradesh,Indore,1181500,38446764,32.54063817181549
2019,Q4,Madhya Pradesh,Shahdol,101136,2465517,24.378233270052206
2019,Q4,Madhya Pradesh,Ratlam,183893,4312980,23.45374755972223
2019,Q4,Madhya Pradesh,Panna,57005,1158269,20.31872642750636
2019,Q4,Madhya Pradesh,Chhatarpur,145672,2561078,17.581127464440662
2020,Q1,Madhya Pradesh,Morena,187857,3837024,20.425238346188856
2020,Q1,Madhya Pradesh,Alirajpur,24827,436047,17.563418858500825
2020,Q1,Madhya Pradesh,Sehore,228553,8068977,35.30462081005281
2020,Q1,Madhya Pradesh,Rajgarh,174122,5166263,29.670363308484855
2020,Q1,Madhya Pradesh,Khargone,180658,4246643,23.506531678641412
2020,Q1,Madhya Pradesh,Satna,253988,5239450,20.62873049120431
2020,Q1,Madhya Pradesh,Narsinghpur,148190,3256953,21.978223901747757
2020,Q1,Madhya Pradesh,Jabalpur,462069,9450502,20.452577428912132
2020,Q1,Madhya Pradesh,Hoshangabad,190416,4178981,21.94658537097723
2020,Q1,Madhya Pradesh,Vidisha,184757,4522867,24.480084651731733
2020,Q1,Madhya Pradesh,Balaghat,179810,4368141,24.29309270897058
2020,Q1,Madhya Pradesh,Singrauli,156321,4752706,30.40350304821489
2020,Q1,Madhya Pradesh,Betul,193348,4664926,24.127097254691023
2020,Q1,Madhya Pradesh,Sidhi,90719,2159571,23.805057374971064
2020,Q1,Madhya Pradesh,Datia,71709,1402036,19.551743853630647
2020,Q1,Madhya Pradesh,Dewas,245317,6992853,28.505374678477235
2020,Q1,Madhya Pradesh,Sheopur,46567,1000018,21.474821225331244
2020,Q1,Madhya Pradesh,Neemuch,118143,2645531,22.392617421260674
2020,Q1,Madhya Pradesh,Raisen,184402,4931736,26.744482163967852
2020,Q1,Madhya Pradesh,Mandsaur,183327,4066701,22.182771768479274
2020,Q1,Madhya Pradesh,Barwani,82596,1660658,20.105792048041067
2020,Q1,Madhya Pradesh,Katni,131655,2671976,20.295286924157836
2020,Q1,Madhya Pradesh,Dindori,39433,980434,24.863287094565464
2020,Q1,Madhya Pradesh,Shivpuri,134692,2740289,20.344853443411637
2020,Q1,Madhya Pradesh,Gwalior,506221,11772607,23.25586453347451
2020,Q1,Madhya Pradesh,Anuppur,76969,1939706,25.201132923644582
2020,Q1,Madhya Pradesh,Agar Malwa,56419,1516404,26.877541253832927
2020,Q1,Madhya Pradesh,Ashoknagar,69791,1489358,21.340258772621112
2020,Q1,Madhya Pradesh,Sagar,299753,6458291,21.545375692653618
2020,Q1,Madhya Pradesh,Niwari,31223,642589,20.580629664029722
2020,Q1,Madhya Pradesh,Rewa,285832,6038116,21.12470262251952
2020,Q1,Madhya Pradesh,Shajapur,124615,3445139,27.64626248846447
2020,Q1,Madhya Pradesh,Ujjain,349476,8577572,24.544094587325024
2020,Q1,Madhya Pradesh,Bhind,159089,3111987,19.561295878407684
2020,Q1,Madhya Pradesh,Tikamgarh,75937,1623458,21.379011549047238
2020,Q1,Madhya Pradesh,Seoni,133334,3134906,23.511677441612793
2020,Q1,Madhya Pradesh,Harda,67392,1421699,21.095960944919277
2020,Q1,Madhya Pradesh,Burhanpur,70827,1358449,19.179818430824405
2020,Q1,Madhya Pradesh,Damoh,98583,1892344,19.195439375957314
2020,Q1,Madhya Pradesh,Bhopal,1003288,38048310,37.92361714682125
2020,Q1,Madhya Pradesh,Jhabua,52803,1026941,19.44853512111054
2020,Q1,Madhya Pradesh,Dhar,270891,6924843,25.563208080002656
2020,Q1,Madhya Pradesh,Guna,169946,3705575,21.804426111823755
2020,Q1,Madhya Pradesh,East Nimar,125273,2916328,23.279780958386883
2020,Q1,Madhya Pradesh,Chhindwara,268008,6375827,23.7896891137578
2020,Q1,Madhya Pradesh,Umaria,51076,1230506,24.091667319288902
2020,Q1,Madhya Pradesh,Mandla,77954,1599740,20.521589655437822
2020,Q1,Madhya Pradesh,Indore,1287857,40721955,31.6199352878464
2020,Q1,Madhya Pradesh,Shahdol,112022,2748773,24.537796147185375
2020,Q1,Madhya Pradesh,Ratlam,204718,4810168,23.496556238337615
2020,Q1,Madhya Pradesh,Panna,64176,1403113,21.86351595612067
2020,Q1,Madhya Pradesh,Chhatarpur,164422,3076493,18.710957171181473
2020,Q2,Madhya Pradesh,Morena,217318,5129896,23.605481368317395
2020,Q2,Madhya Pradesh,Alirajpur,31422,729211,23.20702055884412
2020,Q2,Madhya Pradesh,Sehore,251480,8117617,32.27937410529665
2020,Q2,Madhya Pradesh,Rajgarh,198951,6020987,30.263667938336575
2020,Q2,Madhya Pradesh,Khargone,210140,5461706,25.99079661178262
2020,Q2,Madhya Pradesh,Satna,281414,5628403,20.00043707846802
2020,Q2,Madhya Pradesh,Narsinghpur,166358,3793445,22.802900972601257
2020,Q2,Madhya Pradesh,Jabalpur,507707,7997620,15.752432012952353
2020,Q2,Madhya Pradesh,Hoshangabad,213924,4541381,21.228945793833326
2020,Q2,Madhya Pradesh,Vidisha,207720,4961336,23.88472944348161
2020,Q2,Madhya Pradesh,Balaghat,207076,5527300,26.692132357202187
2020,Q2,Madhya Pradesh,Singrauli,171262,5115820,29.871308287886396
2020,Q2,Madhya Pradesh,Betul,217297,5519756,25.401896942893828
2020,Q2,Madhya Pradesh,Sidhi,102450,2564784,25.034494875549047
2020,Q2,Madhya Pradesh,Datia,81212,1706107,21.00806531054524
2020,Q2,Madhya Pradesh,Dewas,275957,7803477,28.277873001953203
2020,Q2,Madhya Pradesh,Sheopur,54544,1380317,25.306486506306836
2020,Q2,Madhya Pradesh,Neemuch,134827,2980796,22.108301749649552
2020,Q2,Madhya Pradesh,Raisen,207040,5410647,26.133341383307574
2020,Q2,Madhya Pradesh,Mandsaur,208900,4536235,21.714863571086646
2020,Q2,Madhya Pradesh,Barwani,98117,2245925,22.890273856722075
2020,Q2,Madhya Pradesh,Katni,148185,2934370,19.802071734656003
2020,Q2,Madhya Pradesh,Dindori,45900,1159585,25.263289760348584
2020,Q2,Madhya Pradesh,Shivpuri,156442,3406650,21.775801894631876
2020,Q2,Madhya Pradesh,Gwalior,554377,10235469,18.463011632877986
2020,Q2,Madhya Pradesh,Anuppur,85974,2186319,25.43000209365622
2020,Q2,Madhya Pradesh,Agar Malwa,66194,1869353,28.240520288847932
2020,Q2,Madhya Pradesh,Ashoknagar,80288,1900830,23.675144479872458
2020,Q2,Madhya Pradesh,Sagar,333878,6979197,20.90343478755713
2020,Q2,Madhya Pradesh,Niwari,35711,789640,22.11195429979558
2020,Q2,Madhya Pradesh,Rewa,313486,6612580,21.093701154118524
2020,Q2,Madhya Pradesh,Shajapur,142935,4213047,29.47526498058558
2020,Q2,Madhya Pradesh,Ujjain,395028,8399908,21.26408254604737
2020,Q2,Madhya Pradesh,Bhind,183346,4266447,23.269921350888485
2020,Q2,Madhya Pradesh,Tikamgarh,87535,2052740,23.45050551208088
2020,Q2,Madhya Pradesh,Seoni,152359,3792749,24.893501532564535
2020,Q2,Madhya Pradesh,Harda,76370,1841278,24.109964645803327
2020,Q2,Madhya Pradesh,Burhanpur,82919,1807039,21.7928219105392
2020,Q2,Madhya Pradesh,Damoh,112085,2305237,20.56686443324263
2020,Q2,Madhya Pradesh,Bhopal,1080094,23833983,22.066582167848352
2020,Q2,Madhya Pradesh,Jhabua,67708,1642394,24.257015419152832
2020,Q2,Madhya Pradesh,Dhar,310389,7389446,23.80704857453067
2020,Q2,Madhya Pradesh,Guna,192017,4184669,21.79322143351891
2020,Q2,Madhya Pradesh,East Nimar,145921,3756177,25.74116816633658
2020,Q2,Madhya Pradesh,Chhindwara,302791,7241928,23.91724985220829
2020,Q2,Madhya Pradesh,Umaria,57495,1408949,24.505591790590486
2020,Q2,Madhya Pradesh,Mandla,90576,1972364,21.775790496378733
2020,Q2,Madhya Pradesh,Indore,1410157,24675945,17.498721773533017
2020,Q2,Madhya Pradesh,Shahdol,125221,3026667,24.170602375001
2020,Q2,Madhya Pradesh,Ratlam,233307,5260077,22.54573158970798
2020,Q2,Madhya Pradesh,Panna,73675,1835695,24.916118086189346
2020,Q2,Madhya Pradesh,Chhatarpur,186944,3616546,19.345611520027386
2020,Q3,Madhya Pradesh,Morena,243100,5515627,22.688716577540106
2020,Q3,Madhya Pradesh,Alirajpur,36425,771655,21.184763212079616
2020,Q3,Madhya Pradesh,Sehore,276075,9913991,35.910498958616316
2020,Q3,Madhya Pradesh,Rajgarh,224388,7130757,31.77869137387026
2020,Q3,Madhya Pradesh,Khargone,234694,6430041,27.397551705625197
2020,Q3,Madhya Pradesh,Satna,311884,7299985,23.40609008477511
2020,Q3,Madhya Pradesh,Narsinghpur,182823,4534535,24.80286944202863
2020,Q3,Madhya Pradesh,Jabalpur,555235,10924773,19.6759444199303
2020,Q3,Madhya Pradesh,Hoshangabad,235930,5467865,23.175793667613274
2020,Q3,Madhya Pradesh,Vidisha,231156,5977596,25.859575351710532
2020,Q3,Madhya Pradesh,Balaghat,232874,6555205,28.14914932538626
2020,Q3,Madhya Pradesh,Singrauli,188497,6614617,35.09136484930794
2020,Q3,Madhya Pradesh,Betul,241045,6751236,28.008197639444916
2020,Q3,Madhya Pradesh,Sidhi,114892,3240245,28.2025293318943
2020,Q3,Madhya Pradesh,Datia,89996,1971313,21.904451308947063
2020,Q3,Madhya Pradesh,Dewas,303624,9541669,31.425938002265962
2020,Q3,Madhya Pradesh,Sheopur,61321,1465485,23.898582867206994
2020,Q3,Madhya Pradesh,Neemuch,150072,3607288,24.03704888320273
2020,Q3,Madhya Pradesh,Raisen,230222,6621543,28.761556237023395
2020,Q3,Madhya Pradesh,Mandsaur,233832,5525088,23.628451195730268
2020,Q3,Madhya Pradesh,Barwani,111594,2704695,24.23692133985698
2020,Q3,Madhya Pradesh,Katni,164877,3754041,22.768736694626902
2020,Q3,Madhya Pradesh,Dindori,53140,1482035,27.889254798645087
2020,Q3,Madhya Pradesh,Shivpuri,178433,4190392,23.48440030711808
2020,Q3,Madhya Pradesh,Gwalior,603096,13858039,22.978164338679083
2020,Q3,Madhya Pradesh,Anuppur,94947,2743203,28.89193971373503
2020,Q3,Madhya Pradesh,Agar Malwa,75042,2067746,27.554516137629594
2020,Q3,Madhya Pradesh,Ashoknagar,90944,2218641,24.395683057705842
2020,Q3,Madhya Pradesh,Sagar,368745,8520052,23.105539058156722
2020,Q3,Madhya Pradesh,Niwari,40044,943976,23.573469183897714
2020,Q3,Madhya Pradesh,Rewa,343897,8609066,25.033850251674192
2020,Q3,Madhya Pradesh,Shajapur,158634,4836627,30.489220469760582
2020,Q3,Madhya Pradesh,Ujjain,436068,11102536,25.460561196877553
2020,Q3,Madhya Pradesh,Bhind,204515,4603385,22.50878908637508
2020,Q3,Madhya Pradesh,Tikamgarh,99435,2355794,23.691798662442803
2020,Q3,Madhya Pradesh,Seoni,169843,4472061,26.33055822141625
2020,Q3,Madhya Pradesh,Harda,84771,2045684,24.131884724728977
2020,Q3,Madhya Pradesh,Burhanpur,94468,2236883,23.678737773637636
2020,Q3,Madhya Pradesh,Damoh,126047,2720247,21.581211770212697
2020,Q3,Madhya Pradesh,Bhopal,1162000,34412697,29.61505765920826
2020,Q3,Madhya Pradesh,Jhabua,78359,1855019,23.673336821552088
2020,Q3,Madhya Pradesh,Dhar,346394,9730750,28.091566251147537
2020,Q3,Madhya Pradesh,Guna,215479,5194184,24.105291002835543
2020,Q3,Madhya Pradesh,East Nimar,163928,4383655,26.74134376067542
2020,Q3,Madhya Pradesh,Chhindwara,336306,8957880,26.63609926673922
2020,Q3,Madhya Pradesh,Umaria,64323,1797853,27.950390995444863
2020,Q3,Madhya Pradesh,Mandla,102626,2401861,23.40402042367431
2020,Q3,Madhya Pradesh,Indore,1524036,37661995,24.712011396056262
2020,Q3,Madhya Pradesh,Shahdol,139177,4001386,28.750339495750016
2020,Q3,Madhya Pradesh,Ratlam,260470,6567251,25.2130802011748
2020,Q3,Madhya Pradesh,Panna,83059,2181466,26.264053263342927
2020,Q3,Madhya Pradesh,Chhatarpur,211442,4379380,20.711968293905656
2020,Q4,Madhya Pradesh,Morena,267467,6386001,23.87584636609376
2020,Q4,Madhya Pradesh,Alirajpur,41088,847945,20.63729069314642
2020,Q4,Madhya Pradesh,Sehore,300164,11926496,39.73326581468797
2020,Q4,Madhya Pradesh,Rajgarh,248183,8283878,33.378104060310335
2020,Q4,Madhya Pradesh,Khargone,259561,7925970,30.536058961091996
2020,Q4,Madhya Pradesh,Satna,340632,8895084,26.11347142957796
2020,Q4,Madhya Pradesh,Narsinghpur,198797,5497813,27.655412305014664
2020,Q4,Madhya Pradesh,Jabalpur,604034,14264772,23.61584281679508
2020,Q4,Madhya Pradesh,Hoshangabad,257815,7025247,27.249178674631032
2020,Q4,Madhya Pradesh,Vidisha,254046,6972300,27.445029640301364
2020,Q4,Madhya Pradesh,Balaghat,257330,7971567,30.97799323825438
2020,Q4,Madhya Pradesh,Singrauli,205335,7900407,38.475695814157355
2020,Q4,Madhya Pradesh,Betul,264821,8089210,30.545953681920995
2020,Q4,Madhya Pradesh,Sidhi,127036,3863820,30.415157907994583
2020,Q4,Madhya Pradesh,Datia,98245,2291208,23.321370044277064
2020,Q4,Madhya Pradesh,Dewas,331443,11586451,34.95759753562453
2020,Q4,Madhya Pradesh,Sheopur,67867,1682681,24.79380258446668
2020,Q4,Madhya Pradesh,Neemuch,164544,4142475,25.175484976662776
2020,Q4,Madhya Pradesh,Raisen,252088,8029455,31.851793818031798
2020,Q4,Madhya Pradesh,Mandsaur,257488,6397496,24.845802522836017
2020,Q4,Madhya Pradesh,Barwani,125456,3455685,27.544995855120522
2020,Q4,Madhya Pradesh,Katni,181408,4600435,25.359603766096313
2020,Q4,Madhya Pradesh,Dindori,59962,1753585,29.244938461025317
2020,Q4,Madhya Pradesh,Shivpuri,200121,5169044,25.82959309617681
2020,Q4,Madhya Pradesh,Gwalior,652985,17627043,26.994560365092614
2020,Q4,Madhya Pradesh,Anuppur,104310,3325790,31.883712012271115
2020,Q4,Madhya Pradesh,Agar Malwa,83325,2435806,29.23259525952595
2020,Q4,Madhya Pradesh,Ashoknagar,100497,2536318,25.23774839049922
2020,Q4,Madhya Pradesh,Sagar,402006,10203743,25.38206643681935
2020,Q4,Madhya Pradesh,Niwari,44148,1058416,23.97426837002809
2020,Q4,Madhya Pradesh,Rewa,374099,10724980,28.668828304807015
2020,Q4,Madhya Pradesh,Shajapur,173999,5651313,32.478997005729916
2020,Q4,Madhya Pradesh,Ujjain,475637,13546406,28.480555549715433
2020,Q4,Madhya Pradesh,Bhind,223913,5313250,23.729082277491706
2020,Q4,Madhya Pradesh,Tikamgarh,110958,2768553,24.951359974044234
2020,Q4,Madhya Pradesh,Seoni,187112,5428128,29.01004745820685
2020,Q4,Madhya Pradesh,Harda,92862,2573686,27.71516874501949
2020,Q4,Madhya Pradesh,Burhanpur,105578,2787448,26.401788251340243
2020,Q4,Madhya Pradesh,Damoh,139246,3194459,22.941118595866307
2020,Q4,Madhya Pradesh,Bhopal,1249343,46817428,37.47363854441895
2020,Q4,Madhya Pradesh,Jhabua,88307,2119717,24.003952121575868
2020,Q4,Madhya Pradesh,Dhar,382523,12266979,32.068605025057316
2020,Q4,Madhya Pradesh,Guna,235371,6298119,26.758262487732132
2020,Q4,Madhya Pradesh,East Nimar,181040,5304286,29.298972602739727
2020,Q4,Madhya Pradesh,Chhindwara,370027,11110963,30.02743853826883
2020,Q4,Madhya Pradesh,Umaria,71049,2183916,30.73816661740489
2020,Q4,Madhya Pradesh,Mandla,113986,2902555,25.464135946519747
2020,Q4,Madhya Pradesh,Indore,1645564,52259995,31.75810542768315
2020,Q4,Madhya Pradesh,Shahdol,153490,4992250,32.52492019024041
2020,Q4,Madhya Pradesh,Ratlam,286103,7739584,27.051740107583633
2020,Q4,Madhya Pradesh,Panna,91870,2441428,26.574812234679438
2020,Q4,Madhya Pradesh,Chhatarpur,233668,4999862,21.39729017238133
2021,Q1,Madhya Pradesh,Morena,289939,7286647,25.131655279213902
2021,Q1,Madhya Pradesh,Alirajpur,44762,957474,21.390331084401947
2021,Q1,Madhya Pradesh,Sehore,323704,13261091,40.966719595680004
2021,Q1,Madhya Pradesh,Rajgarh,270842,10221796,37.74080829413459
2021,Q1,Madhya Pradesh,Khargone,281236,9020662,32.07506151417315
2021,Q1,Madhya Pradesh,Satna,368299,10016376,27.196316036698445
2021,Q1,Madhya Pradesh,Narsinghpur,214249,6119619,28.56311581384277
2021,Q1,Madhya Pradesh,Jabalpur,650087,17013715,26.171443206832315
2021,Q1,Madhya Pradesh,Hoshangabad,277931,7999438,28.78210059331273
2021,Q1,Madhya Pradesh,Vidisha,274866,8148091,29.643866465841537
2021,Q1,Madhya Pradesh,Balaghat,278215,8823124,31.71332961917941
2021,Q1,Madhya Pradesh,Singrauli,221433,8797507,39.72988217655002
2021,Q1,Madhya Pradesh,Betul,285621,8986356,31.462518512294263
2021,Q1,Madhya Pradesh,Sidhi,137421,4335454,31.548700708043167
2021,Q1,Madhya Pradesh,Datia,106332,2671664,25.12568182673137
2021,Q1,Madhya Pradesh,Dewas,358124,13374910,37.347147915247234
2021,Q1,Madhya Pradesh,Sheopur,73775,1910721,25.899301931548628
2021,Q1,Madhya Pradesh,Neemuch,178235,4924752,27.630667377338906
2021,Q1,Madhya Pradesh,Raisen,272622,9391937,34.450400187805826
2021,Q1,Madhya Pradesh,Mandsaur,279783,7749487,27.69820539489533
2021,Q1,Madhya Pradesh,Barwani,136583,4178618,30.59398314577949
2021,Q1,Madhya Pradesh,Katni,195985,5374853,27.424818225884636
2021,Q1,Madhya Pradesh,Dindori,65047,1911876,29.392224084123786
2021,Q1,Madhya Pradesh,Shivpuri,219381,6639272,30.26366002525287
2021,Q1,Madhya Pradesh,Gwalior,703232,21185809,30.126343795504187
2021,Q1,Madhya Pradesh,Anuppur,112519,3789922,33.68250695438104
2021,Q1,Madhya Pradesh,Agar Malwa,91340,3101167,33.95190497044011
2021,Q1,Madhya Pradesh,Ashoknagar,109372,3072156,28.089053871191897
2021,Q1,Madhya Pradesh,Sagar,432938,11962030,27.62989157800886
2021,Q1,Madhya Pradesh,Niwari,47790,1193738,24.978824021761874
2021,Q1,Madhya Pradesh,Rewa,403013,11566676,28.700503457704837
2021,Q1,Madhya Pradesh,Shajapur,188759,6634450,35.147728055351
2021,Q1,Madhya Pradesh,Ujjain,513868,16282572,31.686292977963213
2021,Q1,Madhya Pradesh,Bhind,242318,5815370,23.998918776153648
2021,Q1,Madhya Pradesh,Tikamgarh,120720,3198089,26.491790921139827
2021,Q1,Madhya Pradesh,Seoni,202103,6250770,30.92863539878181
2021,Q1,Madhya Pradesh,Harda,100149,2843519,28.392884601943106
2021,Q1,Madhya Pradesh,Burhanpur,114766,3206426,27.938814631511075
2021,Q1,Madhya Pradesh,Damoh,150665,3641799,24.171499684731025
2021,Q1,Madhya Pradesh,Bhopal,1340741,58411069,43.56625850928703
2021,Q1,Madhya Pradesh,Jhabua,96483,2562361,26.557642278950695
2021,Q1,Madhya Pradesh,Dhar,415117,14747039,35.52501824786747
2021,Q1,Madhya Pradesh,Guna,255002,7638668,29.955325840581644
2021,Q1,Madhya Pradesh,East Nimar,196341,6130447,31.223468353527792
2021,Q1,Madhya Pradesh,Chhindwara,399276,12492218,31.287174786363316
2021,Q1,Madhya Pradesh,Umaria,76879,2468522,32.10918456275446
2021,Q1,Madhya Pradesh,Mandla,123283,3279877,26.604454791009303
2021,Q1,Madhya Pradesh,Indore,1769869,68567452,38.74154075810131
2021,Q1,Madhya Pradesh,Shahdol,165899,5794627,34.92864333118343
2021,Q1,Madhya Pradesh,Ratlam,309912,9084625,29.31356320503885
2021,Q1,Madhya Pradesh,Panna,99260,2725252,27.455692121700583
2021,Q1,Madhya Pradesh,Chhatarpur,253341,5738186,22.650048748524714
2021,Q2,Madhya Pradesh,Morena,312340,11658992,37.32788627777422
2021,Q2,Madhya Pradesh,Alirajpur,48799,4214096,86.35619582368491
2021,Q2,Madhya Pradesh,Sehore,347748,20406703,58.682445333977476
2021,Q2,Madhya Pradesh,Rajgarh,292808,21068586,71.95358733367941
2021,Q2,Madhya Pradesh,Khargone,303115,17984042,59.33075565379477
2021,Q2,Madhya Pradesh,Satna,395440,18158846,45.92060995346955
2021,Q2,Madhya Pradesh,Narsinghpur,229785,10827026,47.11807124050743
2021,Q2,Madhya Pradesh,Jabalpur,695130,16368504,23.54739976695007
2021,Q2,Madhya Pradesh,Hoshangabad,298276,12814860,42.96309458354008
2021,Q2,Madhya Pradesh,Vidisha,295656,17978994,60.81051627567172
2021,Q2,Madhya Pradesh,Balaghat,299166,16744453,55.970441159757456
2021,Q2,Madhya Pradesh,Singrauli,238061,16474895,69.20451060862553
2021,Q2,Madhya Pradesh,Betul,306387,19842980,64.76443191127561
2021,Q2,Madhya Pradesh,Sidhi,148292,10902853,73.52286704609824
2021,Q2,Madhya Pradesh,Datia,114602,6086229,53.10752866442122
2021,Q2,Madhya Pradesh,Dewas,384805,19205815,49.910513117033304
2021,Q2,Madhya Pradesh,Sheopur,79747,5448428,68.32141647961679
2021,Q2,Madhya Pradesh,Neemuch,192351,7410653,38.526719382794994
2021,Q2,Madhya Pradesh,Raisen,293092,18405753,62.79855130812168
2021,Q2,Madhya Pradesh,Mandsaur,301823,12487874,41.37482564284365
2021,Q2,Madhya Pradesh,Barwani,147396,11023324,74.78713126543461
2021,Q2,Madhya Pradesh,Katni,210578,9347591,44.390159465851134
2021,Q2,Madhya Pradesh,Dindori,70483,8065639,114.43382092135693
2021,Q2,Madhya Pradesh,Shivpuri,237514,18049301,75.9925772796551
2021,Q2,Madhya Pradesh,Gwalior,753172,17980510,23.873046263004998
2021,Q2,Madhya Pradesh,Anuppur,121081,8163286,67.42004112949182
2021,Q2,Madhya Pradesh,Agar Malwa,98973,6682101,67.51438271043618
2021,Q2,Madhya Pradesh,Ashoknagar,118179,9260965,78.36388021560514
2021,Q2,Madhya Pradesh,Sagar,464791,21608570,46.49093893814639
2021,Q2,Madhya Pradesh,Niwari,51713,2512818,48.59161139365343
2021,Q2,Madhya Pradesh,Rewa,432682,20075053,46.39678331892706
2021,Q2,Madhya Pradesh,Shajapur,203365,10781751,53.01674821134414
2021,Q2,Madhya Pradesh,Ujjain,552204,18716097,33.89344698698307
2021,Q2,Madhya Pradesh,Bhind,260861,11741937,45.01223640176186
2021,Q2,Madhya Pradesh,Tikamgarh,130462,7731408,59.26176204565314
2021,Q2,Madhya Pradesh,Seoni,217756,17586692,80.76329469681662
2021,Q2,Madhya Pradesh,Harda,107671,6297529,58.48862739270556
